Order_ID,Order_Date,Order_Month,Region,Channel,Customer_ID,Product_Category,Product,Units,Unit_Price,Discount_Pct,Shipping_Cost,COGS_Unit,Returned_Flag,Payment_Method,Gross_Revenue,Discount_Amount,Net_Revenue,COGS,Gross_Profit
O2025001201,2025-07-23,2025-07-01,West,Marketplace,C10093,Home,LED Lamp,5,51.9,0.07,4.81,30.1,0,PayPal,259.5,18.17,241.33,150.5,86.02
O2025001202,2025-07-23,2025-07-01,Northeast,Marketplace,C10380,Sports,Yoga Mat,3,17.37,0.04,6.95,7.25,1,Card,52.11,2.08,50.03,21.75,21.33
O2025001203,2025-07-23,2025-07-01,Southwest,Marketplace,C10500,Sports,Running Belt,1,22.45,0.19,6.53,12.43,0,Card,22.45,4.27,18.18,12.43,-0.78
O2025001204,2025-07-23,2025-07-01,Southeast,Website,C10253,Home,Storage Bins,3,50.5,0.01,8.46,25.39,0,Apple Pay,151.5,1.52,149.98,76.17,65.35
O2025001205,2025-07-23,2025-07-01,Midwest,Retail Partner,C10628,Pet,Pet Shampoo,2,9.66,0.0,4.3,3.94,0,Card,19.32,0.0,19.32,7.88,7.14
O2025001206,2025-07-24,2025-07-01,Southwest,Marketplace,C10183,Beauty,Moisturizer,4,35.85,0.07,5.36,20.27,0,Card,143.4,10.04,133.36,81.08,46.92
O2025001207,2025-07-24,2025-07-01,Northeast,Website,C10303,Sports,Running Belt,2,20.49,0.18,3.51,8.97,0,Apple Pay,40.98,7.38,33.6,17.94,12.15
O2025001208,2025-07-24,2025-07-01,Southeast,Website,C10038,Pet,Dog Treats,5,21.06,0.09,4.86,9.8,0,Card,105.3,9.48,95.82,49.0,41.96
O2025001209,2025-07-24,2025-07-01,Northeast,Website,C10164,Pet,Chew Toy,2,17.43,0.1,4.17,8.77,0,Card,34.86,3.49,31.37,17.54,9.66
O2025001210,2025-07-25,2025-07-01,Southwest,Website,C10644,Electronics,Smart Watch,3,54.55,0.1,8.11,25.32,1,Card,163.65,16.37,147.28,75.96,63.21
O2025001211,2025-07-25,2025-07-01,Southeast,Website,C10368,Electronics,Smart Watch,6,56.77,0.09,4.6,32.31,0,Card,340.62,30.66,309.96,193.86,111.5
O2025001212,2025-07-25,2025-07-01,Midwest,Website,C10725,Apparel,Socks Pack,3,27.09,0.08,2.5,16.08,0,Card,81.27,6.5,74.77,48.24,24.03
O2025001213,2025-07-25,2025-07-01,Southeast,Retail Partner,C10182,Sports,Water Bottle,1,25.74,0.0,3.64,15.05,0,Apple Pay,25.74,0.0,25.74,15.05,7.05
O2025001214,2025-07-25,2025-07-01,Southeast,Website,C10042,Electronics,Smart Watch,3,54.33,0.2,6.84,27.06,0,Card,162.99,32.6,130.39,81.18,42.37
O2025001215,2025-07-25,2025-07-01,West,Website,C10210,Electronics,Portable Charger,3,43.22,0.08,3.76,24.06,0,PayPal,129.66,10.37,119.29,72.18,43.35
O2025001216,2025-07-25,2025-07-01,Midwest,Website,C10442,Beauty,Moisturizer,2,23.11,0.17,6.67,10.72,0,Card,46.22,7.86,38.36,21.44,10.25
O2025001217,2025-07-26,2025-07-01,Southwest,Website,C10611,Electronics,Bluetooth Speaker,2,45.09,0.0,3.04,22.3,0,Card,90.18,0.0,90.18,44.6,42.54
O2025001218,2025-07-26,2025-07-01,Southwest,Marketplace,C10747,Apparel,Socks Pack,3,29.81,0.16,5.83,14.98,0,Card,89.43,14.31,75.12,44.94,24.35
O2025001219,2025-07-26,2025-07-01,West,Website,C10633,Home,Storage Bins,2,34.58,0.01,5.11,16.82,0,Card,69.16,0.69,68.47,33.64,29.72
O2025001220,2025-07-26,2025-07-01,Southeast,Retail Partner,C10575,Apparel,Socks Pack,1,34.16,0.0,3.57,14.99,0,Card,34.16,0.0,34.16,14.99,15.6
O2025001221,2025-07-27,2025-07-01,Northeast,Website,C10112,Pet,Chew Toy,1,18.15,0.11,6.14,10.54,0,Card,18.15,2.0,16.15,10.54,-0.53
O2025001222,2025-07-27,2025-07-01,Midwest,Website,C10374,Sports,Resistance Bands,1,21.12,0.16,4.19,11.2,0,Card,21.12,3.38,17.74,11.2,2.35
O2025001223,2025-07-27,2025-07-01,Northeast,Marketplace,C10703,Sports,Running Belt,5,27.87,0.21,6.83,13.11,0,Card,139.35,29.26,110.09,65.55,37.71
O2025001224,2025-07-27,2025-07-01,Northeast,Website,C10854,Pet,Dog Treats,1,16.18,0.18,4.5,7.46,0,PayPal,16.18,2.91,13.27,7.46,1.31
O2025001225,2025-07-27,2025-07-01,West,Retail Partner,C10153,Home,Storage Bins,1,41.17,0.07,3.36,17.42,0,Card,41.17,2.88,38.29,17.42,17.51
O2025001226,2025-07-27,2025-07-01,Southwest,Website,C10380,Beauty,Moisturizer,4,32.24,0.14,7.92,15.93,0,Card,128.96,18.05,110.91,63.72,39.27
O2025001227,2025-07-27,2025-07-01,Southeast,Website,C10043,Electronics,Portable Charger,1,67.42,0.05,3.75,31.48,0,PayPal,67.42,3.37,64.05,31.48,28.82
O2025001228,2025-07-27,2025-07-01,Northeast,Marketplace,C10281,Electronics,Smart Watch,2,44.88,0.08,5.52,26.01,1,Card,89.76,7.18,82.58,52.02,25.04
O2025001229,2025-07-28,2025-07-01,West,Retail Partner,C10696,Apparel,Socks Pack,1,39.54,0.11,4.94,16.74,0,Card,39.54,4.35,35.19,16.74,13.51
O2025001230,2025-07-28,2025-07-01,Midwest,Retail Partner,C10447,Apparel,Socks Pack,1,28.74,0.08,4.58,12.69,0,Apple Pay,28.74,2.3,26.44,12.69,9.17
O2025001231,2025-07-28,2025-07-01,Northeast,Website,C10883,Pet,Dog Treats,3,12.68,0.15,4.18,6.72,0,Apple Pay,38.04,5.71,32.33,20.16,7.99
O2025001232,2025-07-28,2025-07-01,West,Website,C10312,Electronics,Portable Charger,1,55.59,0.0,4.29,25.34,0,PayPal,55.59,0.0,55.59,25.34,25.96
O2025001233,2025-07-28,2025-07-01,West,Website,C10582,Sports,Water Bottle,2,26.05,0.17,6.37,12.2,0,Card,52.1,8.86,43.24,24.4,12.47
O2025001234,2025-07-28,2025-07-01,West,Marketplace,C10352,Pet,Chew Toy,3,18.52,0.08,4.22,10.89,0,Apple Pay,55.56,4.44,51.12,32.67,14.23
O2025001235,2025-07-28,2025-07-01,West,Website,C10881,Beauty,Vitamin C Serum,2,32.74,0.19,5.52,14.6,0,Card,65.48,12.44,53.04,29.2,18.32
O2025001236,2025-07-28,2025-07-01,Midwest,Marketplace,C10447,Home,Storage Bins,3,67.57,0.2,2.95,29.17,0,Afterpay,202.71,40.54,162.17,87.51,71.71
O2025001237,2025-07-29,2025-07-01,Southeast,Marketplace,C10599,Pet,Dog Treats,1,21.35,0.04,6.52,9.95,0,Card,21.35,0.85,20.5,9.95,4.03
O2025001238,2025-07-29,2025-07-01,Southwest,Website,C10069,Electronics,Bluetooth Speaker,1,83.96,0.09,2.52,40.07,0,Apple Pay,83.96,7.56,76.4,40.07,33.81
O2025001239,2025-07-29,2025-07-01,Northeast,Website,C10020,Beauty,Moisturizer,2,31.68,0.14,5.63,15.81,0,Card,63.36,8.87,54.49,31.62,17.24
O2025001240,2025-07-29,2025-07-01,Southwest,Website,C10543,Home,Air Fryer,1,37.59,0.03,6.64,20.46,0,Apple Pay,37.59,1.13,36.46,20.46,9.36
O2025001241,2025-07-30,2025-07-01,Northeast,Retail Partner,C10848,Beauty,Hair Mask,5,36.81,0.04,2.51,15.78,0,PayPal,184.05,7.36,176.69,78.9,95.28
O2025001242,2025-07-30,2025-07-01,Northeast,Website,C10524,Sports,Resistance Bands,1,18.22,0.07,2.58,7.97,0,Apple Pay,18.22,1.28,16.94,7.97,6.39
O2025001243,2025-07-30,2025-07-01,Southwest,Marketplace,C10426,Beauty,Moisturizer,2,33.4,0.17,3.12,19.46,0,Card,66.8,11.36,55.44,38.92,13.4
O2025001244,2025-07-30,2025-07-01,Southeast,Retail Partner,C10640,Apparel,Hoodie,2,29.29,0.15,1.5,15.7,0,Apple Pay,58.58,8.79,49.79,31.4,16.89
O2025001245,2025-07-30,2025-07-01,Southwest,Website,C10747,Apparel,Socks Pack,3,20.72,0.06,8.59,8.71,1,Card,62.16,3.73,58.43,26.13,23.71
O2025001246,2025-07-30,2025-07-01,West,Retail Partner,C10218,Pet,Pet Shampoo,3,14.91,0.15,1.5,7.71,0,Card,44.73,6.71,38.02,23.13,13.39
O2025001247,2025-07-31,2025-07-01,West,Website,C10255,Pet,Chew Toy,1,17.01,0.19,3.08,9.65,0,Card,17.01,3.23,13.78,9.65,1.05
O2025001248,2025-07-31,2025-07-01,Southwest,Website,C10036,Beauty,Hair Mask,4,30.02,0.15,5.98,13.46,0,Afterpay,120.08,18.01,102.07,53.84,42.25
O2025001249,2025-07-31,2025-07-01,West,Website,C10511,Home,LED Lamp,3,57.49,0.04,5.48,28.61,0,Afterpay,172.47,6.9,165.57,85.83,74.26
O2025001250,2025-07-31,2025-07-01,Southwest,Marketplace,C10637,Apparel,Socks Pack,1,26.04,0.06,7.23,14.54,0,Card,26.04,1.56,24.48,14.54,2.71
O2025001251,2025-07-31,2025-07-01,West,Website,C10627,Electronics,Smart Watch,2,82.81,0.11,7.74,37.7,0,PayPal,165.62,18.22,147.4,75.4,64.26
O2025001252,2025-07-31,2025-07-01,West,Marketplace,C10332,Sports,Resistance Bands,2,25.92,0.18,6.19,14.05,0,PayPal,51.84,9.33,42.51,28.1,8.22
O2025001253,2025-07-31,2025-07-01,Northeast,Website,C10697,Sports,Running Belt,2,18.6,0.12,5.27,8.97,0,PayPal,37.2,4.46,32.74,17.94,9.53
O2025001254,2025-07-31,2025-07-01,Southeast,Marketplace,C10537,Electronics,Portable Charger,4,50.19,0.09,4.38,25.97,0,Card,200.76,18.07,182.69,103.88,74.43
O2025001255,2025-07-31,2025-07-01,Southeast,Website,C10256,Home,Air Fryer,3,45.27,0.02,5.06,23.75,0,Card,135.81,2.72,133.09,71.25,56.78
O2025001256,2025-07-31,2025-07-01,Southeast,Marketplace,C10243,Sports,Resistance Bands,1,19.21,0.21,7.08,7.95,0,Card,19.21,4.03,15.18,7.95,0.15
O2025001257,2025-07-31,2025-07-01,Northeast,Marketplace,C10219,Apparel,Athletic Tee,4,25.17,0.11,6.48,13.4,0,Card,100.68,11.07,89.61,53.6,29.53
O2025001258,2025-08-01,2025-08-01,West,Website,C10313,Beauty,Hair Mask,1,32.45,0.22,6.51,18.13,0,Card,32.45,7.14,25.31,18.13,0.67
O2025001259,2025-08-01,2025-08-01,Northeast,Website,C10346,Sports,Yoga Mat,2,23.02,0.01,2.5,10.07,0,Card,46.04,0.46,45.58,20.14,22.94
O2025001260,2025-08-01,2025-08-01,Northeast,Marketplace,C10236,Pet,Dog Treats,2,21.66,0.1,4.02,9.0,0,Card,43.32,4.33,38.99,18.0,16.97
O2025001261,2025-08-01,2025-08-01,West,Retail Partner,C10526,Sports,Resistance Bands,2,18.43,0.04,2.5,9.3,0,Card,36.86,1.47,35.39,18.6,14.29
O2025001262,2025-08-01,2025-08-01,Southeast,Website,C10443,Beauty,Hair Mask,1,22.4,0.22,4.41,11.24,0,Card,22.4,4.93,17.47,11.24,1.82
O2025001263,2025-08-01,2025-08-01,Southeast,Website,C10565,Sports,Water Bottle,2,15.01,0.18,3.49,7.36,0,PayPal,30.02,5.4,24.62,14.72,6.41
O2025001264,2025-08-01,2025-08-01,West,Marketplace,C10583,Pet,Pet Shampoo,2,10.77,0.08,6.61,6.21,0,Card,21.54,1.72,19.82,12.42,0.79
O2025001265,2025-08-02,2025-08-01,West,Website,C10125,Apparel,Socks Pack,5,23.19,0.0,7.29,9.57,0,Afterpay,115.95,0.0,115.95,47.85,60.81
O2025001266,2025-08-02,2025-08-01,Midwest,Retail Partner,C10211,Sports,Yoga Mat,3,22.12,0.17,5.19,11.64,1,Card,66.36,11.28,55.08,34.92,14.97
O2025001267,2025-08-02,2025-08-01,Northeast,Marketplace,C10218,Sports,Resistance Bands,3,20.83,0.13,4.45,11.85,0,PayPal,62.49,8.12,54.37,35.55,14.37
O2025001268,2025-08-02,2025-08-01,Southeast,Website,C10284,Home,Air Fryer,5,44.66,0.01,5.21,25.04,0,Card,223.3,2.23,221.07,125.2,90.66
O2025001269,2025-08-02,2025-08-01,West,Marketplace,C10751,Electronics,Portable Charger,1,85.02,0.03,5.56,46.28,1,Card,85.02,2.55,82.47,46.28,30.63
O2025001270,2025-08-03,2025-08-01,West,Website,C10416,Apparel,Leggings,1,19.54,0.12,5.38,8.61,0,PayPal,19.54,2.34,17.2,8.61,3.21
O2025001271,2025-08-03,2025-08-01,Northeast,Marketplace,C10371,Home,Vacuum Filter,3,41.96,0.11,3.88,18.55,0,Card,125.88,13.85,112.03,55.65,52.5
O2025001272,2025-08-03,2025-08-01,Southwest,Retail Partner,C10626,Beauty,Sunscreen,2,24.77,0.1,4.09,12.0,0,Afterpay,49.54,4.95,44.59,24.0,16.5
O2025001273,2025-08-03,2025-08-01,Southeast,Marketplace,C10346,Apparel,Socks Pack,3,20.6,0.15,2.5,11.46,0,Card,61.8,9.27,52.53,34.38,15.65
O2025001274,2025-08-03,2025-08-01,Southwest,Retail Partner,C10332,Electronics,Bluetooth Speaker,1,76.1,0.06,2.72,31.71,0,Apple Pay,76.1,4.57,71.53,31.71,37.1
O2025001275,2025-08-04,2025-08-01,Southeast,Website,C10716,Sports,Resistance Bands,2,21.68,0.07,2.5,8.92,0,Card,43.36,3.04,40.32,17.84,19.98
O2025001276,2025-08-04,2025-08-01,Northeast,Website,C10056,Home,Storage Bins,3,57.07,0.14,6.52,33.07,0,Card,171.21,23.97,147.24,99.21,41.51
O2025001277,2025-08-04,2025-08-01,Northeast,Marketplace,C10051,Sports,Yoga Mat,4,16.38,0.11,2.89,7.77,0,Card,65.52,7.21,58.31,31.08,24.34
O2025001278,2025-08-04,2025-08-01,Southeast,Website,C10467,Apparel,Hoodie,3,36.55,0.07,3.31,19.06,0,Afterpay,109.65,7.68,101.97,57.18,41.48
O2025001279,2025-08-04,2025-08-01,West,Marketplace,C10206,Apparel,Leggings,4,38.78,0.16,5.37,22.73,1,Card,155.12,24.82,130.3,90.92,34.01
O2025001280,2025-08-04,2025-08-01,West,Website,C10408,Pet,Dog Treats,2,14.43,0.0,3.52,6.04,0,Card,28.86,0.0,28.86,12.08,13.26
O2025001281,2025-08-04,2025-08-01,Southwest,Marketplace,C10164,Beauty,Sunscreen,2,27.75,0.21,5.84,13.32,0,Card,55.5,11.66,43.84,26.64,11.36
O2025001282,2025-08-05,2025-08-01,Southwest,Marketplace,C10897,Sports,Running Belt,1,21.23,0.15,4.69,12.05,0,Apple Pay,21.23,3.18,18.05,12.05,1.31
O2025001283,2025-08-05,2025-08-01,Northeast,Marketplace,C10455,Electronics,Wireless Earbuds,5,65.88,0.07,8.92,28.78,0,PayPal,329.4,23.06,306.34,143.9,153.52
O2025001284,2025-08-05,2025-08-01,Southeast,Retail Partner,C10522,Electronics,Bluetooth Speaker,3,41.76,0.08,1.92,24.17,0,Card,125.28,10.02,115.26,72.51,40.83
O2025001285,2025-08-05,2025-08-01,West,Marketplace,C10419,Pet,Cat Litter,1,19.74,0.21,3.92,10.73,0,PayPal,19.74,4.15,15.59,10.73,0.94
O2025001286,2025-08-05,2025-08-01,West,Marketplace,C10041,Electronics,Wireless Earbuds,3,68.08,0.16,6.42,32.54,0,Card,204.24,32.68,171.56,97.62,67.52
O2025001287,2025-08-05,2025-08-01,Midwest,Website,C10173,Apparel,Hoodie,3,22.42,0.0,5.6,12.61,0,Card,67.26,0.0,67.26,37.83,23.83
O2025001288,2025-08-06,2025-08-01,West,Website,C10579,Home,Vacuum Filter,2,22.32,0.02,6.2,10.84,0,Card,44.64,0.89,43.75,21.68,15.87
O2025001289,2025-08-06,2025-08-01,West,Marketplace,C10824,Pet,Pet Shampoo,2,15.2,0.13,4.87,8.71,0,Card,30.4,3.95,26.45,17.42,4.16
O2025001290,2025-08-06,2025-08-01,West,Website,C10074,Beauty,Sunscreen,3,25.41,0.21,7.1,15.23,0,Apple Pay,76.23,16.01,60.22,45.69,7.43
O2025001291,2025-08-06,2025-08-01,Southeast,Retail Partner,C10178,Sports,Resistance Bands,1,25.58,0.14,3.61,13.24,0,Card,25.58,3.58,22.0,13.24,5.15
O2025001292,2025-08-06,2025-08-01,Southwest,Website,C10335,Pet,Pet Shampoo,3,15.45,0.08,7.77,8.26,0,Afterpay,46.35,3.71,42.64,24.78,10.09
O2025001293,2025-08-06,2025-08-01,Southeast,Marketplace,C10252,Home,LED Lamp,2,33.37,0.16,2.95,14.72,0,Card,66.74,10.68,56.06,29.44,23.67
O2025001294,2025-08-06,2025-08-01,Midwest,Website,C10031,Apparel,Hoodie,5,29.39,0.09,5.85,12.72,0,Card,146.95,13.23,133.72,63.6,64.27
O2025001295,2025-08-07,2025-08-01,Midwest,Marketplace,C10857,Pet,Cat Litter,2,19.38,0.1,4.99,9.31,0,Apple Pay,38.76,3.88,34.88,18.62,11.27
O2025001296,2025-08-07,2025-08-01,Southeast,Retail Partner,C10540,Sports,Yoga Mat,1,25.44,0.12,3.67,11.62,0,Apple Pay,25.44,3.05,22.39,11.62,7.1
O2025001297,2025-08-07,2025-08-01,Northeast,Retail Partner,C10264,Sports,Running Belt,1,22.12,0.0,2.22,10.9,0,PayPal,22.12,0.0,22.12,10.9,9.0
O2025001298,2025-08-07,2025-08-01,West,Website,C10155,Home,Air Fryer,1,55.24,0.16,6.85,24.06,0,Card,55.24,8.84,46.4,24.06,15.49
O2025001299,2025-08-07,2025-08-01,Southwest,Website,C10411,Apparel,Leggings,2,28.81,0.13,2.99,15.37,0,PayPal,57.62,7.49,50.13,30.74,16.4
O2025001300,2025-08-08,2025-08-01,West,Website,C10849,Home,Air Fryer,5,27.11,0.06,6.99,13.77,0,PayPal,135.55,8.13,127.42,68.85,51.58
O2025001301,2025-08-08,2025-08-01,Northeast,Website,C10661,Home,Storage Bins,1,46.76,0.03,6.38,20.41,0,Card,46.76,1.4,45.36,20.41,18.57
O2025001302,2025-08-08,2025-08-01,Southeast,Website,C10174,Sports,Water Bottle,3,25.64,0.01,2.5,10.67,0,PayPal,76.92,0.77,76.15,32.01,41.64
O2025001303,2025-08-08,2025-08-01,Midwest,Retail Partner,C10378,Apparel,Leggings,2,26.09,0.11,3.67,13.48,0,PayPal,52.18,5.74,46.44,26.96,15.81
O2025001304,2025-08-08,2025-08-01,West,Retail Partner,C10871,Apparel,Athletic Tee,3,34.24,0.1,1.5,20.44,1,Card,102.72,10.27,92.45,61.32,29.63
O2025001305,2025-08-08,2025-08-01,Midwest,Website,C10895,Sports,Yoga Mat,4,19.7,0.1,6.41,11.67,0,Card,78.8,7.88,70.92,46.68,17.83
O2025001306,2025-08-08,2025-08-01,Northeast,Marketplace,C10822,Beauty,Moisturizer,3,32.18,0.24,2.51,19.28,0,Card,96.54,23.17,73.37,57.84,13.02
O2025001307,2025-08-08,2025-08-01,Midwest,Retail Partner,C10445,Pet,Pet Shampoo,2,13.06,0.0,3.16,6.32,0,Afterpay,26.12,0.0,26.12,12.64,10.32
O2025001308,2025-08-09,2025-08-01,West,Website,C10466,Sports,Yoga Mat,3,21.91,0.04,4.91,12.74,0,Card,65.73,2.63,63.1,38.22,19.97
O2025001309,2025-08-09,2025-08-01,West,Marketplace,C10218,Apparel,Leggings,1,22.75,0.07,2.5,9.56,0,PayPal,22.75,1.59,21.16,9.56,9.1
O2025001310,2025-08-09,2025-08-01,West,Marketplace,C10417,Apparel,Athletic Tee,1,20.17,0.19,2.5,8.07,0,Card,20.17,3.83,16.34,8.07,5.77
O2025001311,2025-08-09,2025-08-01,Southeast,Retail Partner,C10662,Pet,Cat Litter,3,12.75,0.07,3.78,5.39,0,Afterpay,38.25,2.68,35.57,16.17,15.62
O2025001312,2025-08-09,2025-08-01,Southeast,Website,C10350,Apparel,Leggings,3,27.17,0.02,4.53,10.96,1,Card,81.51,1.63,79.88,32.88,42.47
O2025001313,2025-08-09,2025-08-01,West,Retail Partner,C10829,Sports,Running Belt,1,23.98,0.1,4.42,10.16,0,Afterpay,23.98,2.4,21.58,10.16,7.0
O2025001314,2025-08-09,2025-08-01,West,Retail Partner,C10674,Apparel,Athletic Tee,3,22.27,0.12,3.19,11.07,1,Card,66.81,8.02,58.79,33.21,22.39
O2025001315,2025-08-09,2025-08-01,West,Website,C10188,Sports,Water Bottle,1,15.92,0.2,10.36,9.03,0,Card,15.92,3.18,12.74,9.03,-6.65
O2025001316,2025-08-09,2025-08-01,Southeast,Marketplace,C10169,Home,Air Fryer,4,36.14,0.14,5.72,19.77,0,Card,144.56,20.24,124.32,79.08,39.52
O2025001317,2025-08-10,2025-08-01,Southeast,Website,C10477,Sports,Yoga Mat,2,25.59,0.06,8.58,12.95,1,Card,51.18,3.07,48.11,25.9,13.63
O2025001318,2025-08-10,2025-08-01,Southeast,Marketplace,C10319,Pet,Dog Treats,3,13.17,0.09,6.03,5.43,0,Card,39.51,3.56,35.95,16.29,13.63
O2025001319,2025-08-10,2025-08-01,West,Marketplace,C10801,Beauty,Hair Mask,2,34.9,0.06,5.56,18.47,0,Card,69.8,4.19,65.61,36.94,23.11
O2025001320,2025-08-10,2025-08-01,West,Marketplace,C10052,Electronics,Bluetooth Speaker,2,37.11,0.15,6.38,19.51,1,Card,74.22,11.13,63.09,39.02,17.69
O2025001321,2025-08-10,2025-08-01,Southeast,Marketplace,C10683,Home,LED Lamp,2,47.6,0.18,4.04,26.74,0,Card,95.2,17.14,78.06,53.48,20.54
O2025001322,2025-08-10,2025-08-01,West,Website,C10384,Pet,Dog Treats,2,20.57,0.07,4.24,10.47,0,Apple Pay,41.14,2.88,38.26,20.94,13.08
O2025001323,2025-08-11,2025-08-01,Southeast,Website,C10756,Home,Vacuum Filter,3,56.93,0.08,8.39,26.6,0,Card,170.79,13.66,157.13,79.8,68.94
O2025001324,2025-08-11,2025-08-01,Midwest,Marketplace,C10172,Electronics,Bluetooth Speaker,2,53.22,0.22,5.07,24.34,0,Apple Pay,106.44,23.42,83.02,48.68,29.27
O2025001325,2025-08-11,2025-08-01,Midwest,Website,C10290,Apparel,Hoodie,1,21.53,0.1,3.34,10.73,0,Card,21.53,2.15,19.38,10.73,5.31
O2025001326,2025-08-11,2025-08-01,Southeast,Website,C10827,Apparel,Hoodie,1,17.77,0.12,6.34,8.08,0,Card,17.77,2.13,15.64,8.08,1.22
O2025001327,2025-08-11,2025-08-01,Southeast,Website,C10119,Apparel,Socks Pack,2,31.11,0.01,3.91,18.5,0,Card,62.22,0.62,61.6,37.0,20.69
O2025001328,2025-08-11,2025-08-01,Southeast,Marketplace,C10405,Apparel,Athletic Tee,3,25.17,0.08,5.56,10.55,0,Card,75.51,6.04,69.47,31.65,32.26
O2025001329,2025-08-12,2025-08-01,Southeast,Website,C10864,Pet,Chew Toy,1,16.12,0.0,7.47,8.61,0,PayPal,16.12,0.0,16.12,8.61,0.04
O2025001330,2025-08-12,2025-08-01,Midwest,Marketplace,C10200,Sports,Resistance Bands,2,19.9,0.03,7.76,9.54,1,Card,39.8,1.19,38.61,19.08,11.77
O2025001331,2025-08-12,2025-08-01,Northeast,Marketplace,C10600,Sports,Water Bottle,2,23.16,0.15,8.71,11.15,0,Card,46.32,6.95,39.37,22.3,8.36
O2025001332,2025-08-12,2025-08-01,West,Marketplace,C10246,Pet,Cat Litter,2,18.07,0.21,7.55,9.15,0,Card,36.14,7.59,28.55,18.3,2.7
O2025001333,2025-08-12,2025-08-01,Northeast,Marketplace,C10581,Home,LED Lamp,4,56.54,0.1,6.62,26.21,0,Card,226.16,22.62,203.54,104.84,92.08
O2025001334,2025-08-14,2025-08-01,Midwest,Retail Partner,C10160,Home,Air Fryer,3,23.56,0.01,3.85,12.83,0,PayPal,70.68,0.71,69.97,38.49,27.63
O2025001335,2025-08-14,2025-08-01,Southwest,Website,C10366,Pet,Chew Toy,1,21.29,0.1,5.98,11.12,0,Card,21.29,2.13,19.16,11.12,2.06
O2025001336,2025-08-14,2025-08-01,Northeast,Website,C10080,Sports,Water Bottle,3,19.36,0.17,5.37,9.61,1,Card,58.08,9.87,48.21,28.83,14.01
O2025001337,2025-08-14,2025-08-01,Southeast,Marketplace,C10218,Apparel,Hoodie,2,25.48,0.11,9.55,12.41,0,Card,50.96,5.61,45.35,24.82,10.98
O2025001338,2025-08-14,2025-08-01,Midwest,Marketplace,C10047,Beauty,Vitamin C Serum,2,25.98,0.18,5.31,13.35,0,Card,51.96,9.35,42.61,26.7,10.6
O2025001339,2025-08-14,2025-08-01,Midwest,Marketplace,C10086,Beauty,Hair Mask,2,27.4,0.12,8.47,14.97,0,Card,54.8,6.58,48.22,29.94,9.81
O2025001340,2025-08-14,2025-08-01,West,Marketplace,C10644,Electronics,Wireless Earbuds,3,68.64,0.03,5.24,29.79,0,Card,205.92,6.18,199.74,89.37,105.13
O2025001341,2025-08-15,2025-08-01,West,Website,C10106,Electronics,Wireless Earbuds,1,61.72,0.03,7.65,26.37,1,Afterpay,61.72,1.85,59.87,26.37,25.85
O2025001342,2025-08-15,2025-08-01,Northeast,Website,C10094,Electronics,Portable Charger,3,40.13,0.07,2.5,17.32,1,PayPal,120.39,8.43,111.96,51.96,57.5
O2025001343,2025-08-15,2025-08-01,West,Marketplace,C10538,Sports,Running Belt,4,21.62,0.28,5.74,10.34,0,Card,86.48,24.21,62.27,41.36,15.17
O2025001344,2025-08-15,2025-08-01,Midwest,Marketplace,C10757,Apparel,Athletic Tee,3,25.38,0.16,4.34,12.78,0,Card,76.14,12.18,63.96,38.34,21.28
O2025001345,2025-08-15,2025-08-01,Southwest,Website,C10389,Electronics,Portable Charger,3,63.68,0.07,8.31,30.93,0,Apple Pay,191.04,13.37,177.67,92.79,76.57
O2025001346,2025-08-15,2025-08-01,Northeast,Website,C10870,Electronics,Bluetooth Speaker,2,59.4,0.11,8.18,32.93,0,Card,118.8,13.07,105.73,65.86,31.69
O2025001347,2025-08-16,2025-08-01,Midwest,Website,C10841,Pet,Pet Shampoo,1,17.64,0.1,4.34,9.36,0,Afterpay,17.64,1.76,15.88,9.36,2.18
O2025001348,2025-08-16,2025-08-01,Southwest,Website,C10822,Home,Air Fryer,2,55.06,0.06,5.34,29.28,0,Apple Pay,110.12,6.61,103.51,58.56,39.61
O2025001349,2025-08-16,2025-08-01,West,Website,C10089,Electronics,Wireless Earbuds,3,44.75,0.08,7.16,22.6,0,Card,134.25,10.74,123.51,67.8,48.55
O2025001350,2025-08-17,2025-08-01,West,Website,C10158,Apparel,Athletic Tee,1,38.42,0.07,6.03,22.84,0,Card,38.42,2.69,35.73,22.84,6.86
O2025001351,2025-08-17,2025-08-01,Northeast,Website,C10744,Electronics,Bluetooth Speaker,2,51.57,0.14,5.67,20.91,0,Afterpay,103.14,14.44,88.7,41.82,41.21
O2025001352,2025-08-18,2025-08-01,West,Website,C10713,Beauty,Hair Mask,2,21.57,0.2,7.26,10.66,0,Card,43.14,8.63,34.51,21.32,5.93
O2025001353,2025-08-18,2025-08-01,Midwest,Website,C10761,Pet,Cat Litter,5,21.07,0.18,3.14,9.94,0,Card,105.35,18.96,86.39,49.7,33.55
O2025001354,2025-08-18,2025-08-01,Southwest,Website,C10537,Pet,Dog Treats,3,22.22,0.07,8.42,13.29,0,Card,66.66,4.67,61.99,39.87,13.7
O2025001355,2025-08-18,2025-08-01,West,Website,C10859,Apparel,Socks Pack,1,33.11,0.13,6.32,15.31,0,Card,33.11,4.3,28.81,15.31,7.18
O2025001356,2025-08-18,2025-08-01,Southeast,Website,C10851,Sports,Running Belt,4,29.03,0.04,2.5,14.01,0,Card,116.12,4.64,111.48,56.04,52.94
